,name1,name2,Site
31314,gut gut Intestinimonas butyriciproducens,gut Intestinimonas butyriciproducens,Oral
31338,gut gut Intestinimonas massiliensis,gut Intestinimonas massiliensis,Oral
31372,gut gut Klebsiella michiganensis 2,gut Klebsiella michiganensis 2,Oral
31385,gut gut Klebsiella oxytoca,gut Klebsiella oxytoca,Oral
31411,gut gut Klebsiella pneumoniae,gut Klebsiella pneumoniae,Oral
31418,gut gut Klebsiella quasipneumoniae,gut Klebsiella quasipneumoniae,Oral
31432,gut gut Klebsiella variicola,gut Klebsiella variicola,Oral
31447,gut gut Lachnoanaerobaculum saburreum,gut Lachnoanaerobaculum saburreum,Oral
31474,gut gut Lachnoclostridium sp. An118,gut Lachnoclostridium sp. An118,Oral
31484,gut gut Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,gut Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,Oral
31565,gut gut Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,gut Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,Oral
31580,gut gut Lactobacillus acidophilus,gut Lactobacillus acidophilus,Oral
31589,gut gut Lactobacillus casei == paracasei,gut Lactobacillus casei == paracasei,Oral
31625,gut gut Lactobacillus crispatus,gut Lactobacillus crispatus,Oral
31680,gut gut Lactobacillus delbrueckii,gut Lactobacillus delbrueckii,Oral
31723,gut gut Lactobacillus fermentum,gut Lactobacillus fermentum,Oral
31752,gut gut Lactobacillus gasseri 1,gut Lactobacillus gasseri 1,Oral
31792,gut gut Lactobacillus gasseri 2,gut Lactobacillus gasseri 2,Oral
31829,gut gut Lactobacillus johnsonii,gut Lactobacillus johnsonii,Oral
31859,gut gut Lactobacillus mucosae,gut Lactobacillus mucosae,Oral
31916,gut gut Lactobacillus oris,gut Lactobacillus oris,Oral
31944,gut gut Lactobacillus reuteri,gut Lactobacillus reuteri,Oral
31985,gut gut Lactobacillus rogosae,gut Lactobacillus rogosae,Oral
32062,gut gut Lactobacillus ruminis,gut Lactobacillus ruminis,Oral
32108,gut gut Lactobacillus salivarius,gut Lactobacillus salivarius,Oral
32135,gut gut Lactobacillus vaginalis,gut Lactobacillus vaginalis,Oral
32169,gut gut Lactococcus lactis subsp. lactis,gut Lactococcus lactis subsp. lactis,Oral
32191,gut gut Leuconostoc mesenteroides,gut Leuconostoc mesenteroides,Oral
32213,gut gut Massiliomicrobiota sp. An80 & An105 & An134 & An142,gut Massiliomicrobiota sp. An80 & An105 & An134 & An142,Oral
32232,gut gut Massiliomicrobiota timonensis,gut Massiliomicrobiota timonensis,Oral
32251,gut gut Mediterranea massiliensis ,gut Mediterranea massiliensis ,Oral
32290,gut gut Megamonas funiformis == rupellensis,gut Megamonas funiformis == rupellensis,Oral
32343,gut gut Megasphaera elsdenii,gut Megasphaera elsdenii,Oral
32371,gut gut Megasphaera micronuciformis,gut Megasphaera micronuciformis,Oral
32396,gut gut Megasphaera sp. ASD88 & An286,gut Megasphaera sp. ASD88 & An286,Oral
32516,gut gut Merdimonas faecis,gut Merdimonas faecis,Oral
32542,gut gut Methanobrevibacter smithii 1,gut Methanobrevibacter smithii 1,Oral
32610,gut gut Methanobrevibacter smithii 2,gut Methanobrevibacter smithii 2,Oral
32666,gut gut Methanosphaera stadtmanae,gut Methanosphaera stadtmanae,Oral
32749,gut gut Mitsuokella jalaludinii,gut Mitsuokella jalaludinii,Oral
32787,gut gut Morganella morganii,gut Morganella morganii,Oral
32814,gut gut Negativibacillus massiliensis,gut Negativibacillus massiliensis,Oral
32853,gut gut Neglecta timonensis,gut Neglecta timonensis,Oral
32869,gut gut Odoribacter laneus,gut Odoribacter laneus,Oral
32899,gut gut Odoribacter splanchnicus,gut Odoribacter splanchnicus,Oral
32965,gut gut Olsenella sp. Marseille-P2300,gut Olsenella sp. Marseille-P2300,Oral
33047,gut gut Oscillibacter sp. 57_20,gut Oscillibacter sp. 57_20,Oral
33143,gut gut Oscillibacter sp. CAG:155,gut Oscillibacter sp. CAG:155,Oral
33185,gut gut Oscillibacter sp. CAG:241,gut Oscillibacter sp. CAG:241,Oral
33225,gut gut Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,gut Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,Oral
33337,gut gut Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,gut Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,Oral
33368,gut gut Parabacteroides distasonis,gut Parabacteroides distasonis,Oral
33428,gut gut Parabacteroides goldsteinii,gut Parabacteroides goldsteinii,Oral
33504,gut gut Parabacteroides johnsonii,gut Parabacteroides johnsonii,Oral
33550,gut gut Parabacteroides merdae,gut Parabacteroides merdae,Oral
33594,gut gut Paraprevotella clara,gut Paraprevotella clara,Oral
33674,gut gut Parasutterella excrementihominis,gut Parasutterella excrementihominis,Oral
33733,gut gut Parvimonas micra,gut Parvimonas micra,Oral
33769,gut gut Peptoniphilus lacrimalis,gut Peptoniphilus lacrimalis,Oral
33791,gut gut Peptoniphilus senegalensis,gut Peptoniphilus senegalensis,Oral
33827,gut gut Peptostreptococcus stomatis,gut Peptostreptococcus stomatis,Oral
33840,gut gut Phascolarctobacterium sp. CAG:207,gut Phascolarctobacterium sp. CAG:207,Oral
33885,gut gut Phascolarctobacterium sp. CAG:266,gut Phascolarctobacterium sp. CAG:266,Oral
33924,gut gut Phascolarctobacterium succinatutens,gut Phascolarctobacterium succinatutens,Oral
33989,gut gut Phocea massiliensis,gut Phocea massiliensis,Oral
34056,gut gut Prevotella copri 1,gut Prevotella copri 1,Oral
34109,gut gut Prevotella copri 2,gut Prevotella copri 2,Oral
34187,gut gut Prevotella denticola,gut Prevotella denticola,Oral
34214,gut gut Prevotella sp. 885,gut Prevotella sp. 885,Oral
34260,gut gut Prevotella sp. CAG:1092,gut Prevotella sp. CAG:1092,Oral
34335,gut gut Prevotella sp. CAG:1320,gut Prevotella sp. CAG:1320,Oral
34394,gut gut Prevotella sp. CAG:386,gut Prevotella sp. CAG:386,Oral
34455,gut gut Prevotella sp. CAG:604,gut Prevotella sp. CAG:604,Oral
34532,gut gut Prevotella sp. CAG:732,gut Prevotella sp. CAG:732,Oral
34601,gut gut Prevotella sp. CAG:924,gut Prevotella sp. CAG:924,Oral
34638,gut gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,Oral
34719,gut gut Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,gut Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,Oral
34790,gut gut Prevotella stercorea,gut Prevotella stercorea,Oral
34863,gut gut Prevotellamassilia timonensis,gut Prevotellamassilia timonensis,Oral
34933,gut gut Proteus mirabilis,gut Proteus mirabilis,Oral
34939,gut gut Pseudoflavonifractor capillosus,gut Pseudoflavonifractor capillosus,Oral
35009,gut gut Pseudoflavonifractor sp. An184,gut Pseudoflavonifractor sp. An184,Oral
35020,gut gut Raoultella ornithinolytica,gut Raoultella ornithinolytica,Oral
35041,gut gut Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,gut Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,Oral
35071,gut gut Romboutsia timonensis,gut Romboutsia timonensis,Oral
35098,gut gut Roseburia faecis,gut Roseburia faecis,Oral
35168,gut gut Roseburia hominis,gut Roseburia hominis,Oral
35232,gut gut Roseburia intestinalis,gut Roseburia intestinalis,Oral
35320,gut gut Roseburia inulinivorans,gut Roseburia inulinivorans,Oral
35375,gut gut Roseburia sp. CAG:100,gut Roseburia sp. CAG:100,Oral
35428,gut gut Roseburia sp. CAG:182,gut Roseburia sp. CAG:182,Oral
35472,gut gut Roseburia sp. CAG:197,gut Roseburia sp. CAG:197,Oral
35547,gut gut Roseburia sp. CAG:303,gut Roseburia sp. CAG:303,Oral
35617,gut gut Roseburia sp. CAG:380,gut Roseburia sp. CAG:380,Oral
35691,gut gut Roseburia sp. CAG:45 & sp. 2789STDY5608886,gut Roseburia sp. CAG:45 & sp. 2789STDY5608886,Oral
35755,gut gut Roseburia sp. CAG:471,gut Roseburia sp. CAG:471,Oral
35818,gut gut Ruminococcaceae bacterium D16,gut Ruminococcaceae bacterium D16,Oral
35855,gut gut Ruminococcaceae bacterium D5,gut Ruminococcaceae bacterium D5,Oral
35887,gut gut Ruminococcus bicirculans,gut Ruminococcus bicirculans,Oral
35937,gut gut Ruminococcus bromii 2,gut Ruminococcus bromii 2,Oral
36010,gut gut Ruminococcus callidus,gut Ruminococcus callidus,Oral
36086,gut gut Ruminococcus faecis,gut Ruminococcus faecis,Oral
36178,gut gut Ruminococcus gnavus,gut Ruminococcus gnavus,Oral
36244,gut gut Ruminococcus lactaris,gut Ruminococcus lactaris,Oral
36323,gut gut Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,gut Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,Oral
36408,gut gut Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,gut Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,Oral
36493,gut gut Ruminococcus sp. 37_24 & sp. 2789STDY5834934,gut Ruminococcus sp. 37_24 & sp. 2789STDY5834934,Oral
36554,gut gut Ruminococcus sp. A254.MGS-254 & CAG:254,gut Ruminococcus sp. A254.MGS-254 & CAG:254,Oral
36582,gut gut Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,gut Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,Oral
36650,gut gut Ruminococcus sp. CAG:177,gut Ruminococcus sp. CAG:177,Oral
36683,gut gut Ruminococcus sp. CAG:330,gut Ruminococcus sp. CAG:330,Oral
36763,gut gut Ruminococcus sp. CAG:382,gut Ruminococcus sp. CAG:382,Oral
36784,gut gut Ruminococcus sp. CAG:403,gut Ruminococcus sp. CAG:403,Oral
36812,gut gut Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,gut Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,Oral
36869,gut gut Ruminococcus sp. JC304,gut Ruminococcus sp. JC304,Oral
36937,gut gut Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,gut Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,Oral
37008,gut gut Ruminococcus sp. UNK.MGS-30,gut Ruminococcus sp. UNK.MGS-30,Oral
37068,gut gut Ruminococcus torques,gut Ruminococcus torques,Oral
37088,gut gut Ruthenibacterium lactatiformans,gut Ruthenibacterium lactatiformans,Oral
37106,gut gut Sellimonas intestinalis == Drancourtella massiliensis,gut Sellimonas intestinalis == Drancourtella massiliensis,Oral
37146,gut gut Senegalimassilia anaerobia,gut Senegalimassilia anaerobia,Oral
37220,gut gut Slackia exigua,gut Slackia exigua,Oral
37247,gut gut Slackia piriformis,gut Slackia piriformis,Oral
37321,gut gut Solobacterium moorei,gut Solobacterium moorei,Oral
37352,gut gut Streptococcus anginosus,gut Streptococcus anginosus,Oral
37417,gut gut Streptococcus australis,gut Streptococcus australis,Oral
37465,gut gut Streptococcus gordonii,gut Streptococcus gordonii,Oral
37510,gut gut Streptococcus infantarius,gut Streptococcus infantarius,Oral
37528,gut gut Streptococcus infantis,gut Streptococcus infantis,Oral
37565,gut gut Streptococcus lutetiensis,gut Streptococcus lutetiensis,Oral
37583,gut gut Streptococcus mitis,gut Streptococcus mitis,Oral
37612,gut gut Streptococcus mutans,gut Streptococcus mutans,Oral
37644,gut gut Streptococcus oralis,gut Streptococcus oralis,Oral
37676,gut gut Streptococcus parasanguinis,gut Streptococcus parasanguinis,Oral
37701,gut gut Streptococcus pasteurianus,gut Streptococcus pasteurianus,Oral
37706,gut gut Streptococcus salivarius,gut Streptococcus salivarius,Oral
37727,gut gut Streptococcus sanguinis,gut Streptococcus sanguinis,Oral
37747,gut gut Streptococcus thermophilus,gut Streptococcus thermophilus,Oral
37760,gut gut Streptococcus vestibularis,gut Streptococcus vestibularis,Oral
37813,gut gut Subdoligranulum sp. CAG:314,gut Subdoligranulum sp. CAG:314,Oral
37845,gut gut Succinatimonas hippei,gut Succinatimonas hippei,Oral
37882,gut gut Succinatimonas sp. CAG:777,gut Succinatimonas sp. CAG:777,Oral
37928,gut gut Sutterella wadsworthensis 1,gut Sutterella wadsworthensis 1,Oral
37940,gut gut Sutterella wadsworthensis 2,gut Sutterella wadsworthensis 2,Oral
37991,gut gut Turicibacter sanguinis 1,gut Turicibacter sanguinis 1,Oral
38003,gut gut Turicibacter sanguinis 2,gut Turicibacter sanguinis 2,Oral
38029,gut gut Tyzzerella nexilis,gut Tyzzerella nexilis,Oral
38069,gut gut Veillonella atypica,gut Veillonella atypica,Oral
38104,gut gut Veillonella dispar,gut Veillonella dispar,Oral
38134,gut gut Veillonella parvula,gut Veillonella parvula,Oral
38181,gut gut Veillonella sp. oral taxon 158,gut Veillonella sp. oral taxon 158,Oral
38207,gut gut Veillonella tobetsuensis,gut Veillonella tobetsuensis,Oral
38216,gut gut Weissella cibaria,gut Weissella cibaria,Oral
38228,gut gut [Staphylococcus] sp. CAG:324,gut [Staphylococcus] sp. CAG:324,Oral
38245,gut gut bacterium LF-3 / Coprobacillus sp. CAG:235,gut bacterium LF-3 / Coprobacillus sp. CAG:235,Oral
38301,gut gut bacterium OL-1,gut bacterium OL-1,Oral
38373,gut gut butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81,gut butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81,Oral
38440,gut gut unclassified,gut unclassified,Oral
38516,gut gut unclassified Actinobacteria,gut unclassified Actinobacteria,Oral
38546,gut gut unclassified Alistipes,gut unclassified Alistipes,Oral
38614,gut gut unclassified Bacteroidales,gut unclassified Bacteroidales,Oral
38679,gut gut unclassified Bacteroides,gut unclassified Bacteroides,Oral
38731,gut gut unclassified Bilophila,gut unclassified Bilophila,Oral
38774,gut gut unclassified Blautia,gut unclassified Blautia,Oral
38854,gut gut unclassified Burkholderiales,gut unclassified Burkholderiales,Oral
38898,gut gut unclassified Butyricicoccus,gut unclassified Butyricicoccus,Oral
38966,gut gut unclassified Butyricimonas,gut unclassified Butyricimonas,Oral
38987,gut gut unclassified Cloacibacillus,gut unclassified Cloacibacillus,Oral
39026,gut gut unclassified Clostridia,gut unclassified Clostridia,Oral
39064,gut gut unclassified Clostridiales,gut unclassified Clostridiales,Oral
39143,gut gut unclassified Clostridium,gut unclassified Clostridium,Oral
39223,gut gut unclassified Collinsella,gut unclassified Collinsella,Oral
39288,gut gut unclassified Coprococcus,gut unclassified Coprococcus,Oral
39319,gut gut unclassified Desulfovibrionales,gut unclassified Desulfovibrionales,Oral
39352,gut gut unclassified Eggerthella,gut unclassified Eggerthella,Oral
39411,gut gut unclassified Eggerthellaceae,gut unclassified Eggerthellaceae,Oral
39450,gut gut unclassified Erysipelatoclostridium,gut unclassified Erysipelatoclostridium,Oral
39502,gut gut unclassified Erysipelotrichaceae,gut unclassified Erysipelotrichaceae,Oral
39537,gut gut unclassified Eubacterium,gut unclassified Eubacterium,Oral
39590,gut gut unclassified Faecalibacterium,gut unclassified Faecalibacterium,Oral
39675,gut gut unclassified Faecalitalea,gut unclassified Faecalitalea,Oral
39750,gut gut unclassified Firmicutes,gut unclassified Firmicutes,Oral
39840,gut gut unclassified Flavonifractor,gut unclassified Flavonifractor,Oral
39858,gut gut unclassified Gemmiger,gut unclassified Gemmiger,Oral
39941,gut gut unclassified Gordonibacter,gut unclassified Gordonibacter,Oral
40032,gut gut unclassified Intestinibacter,gut unclassified Intestinibacter,Oral
40069,gut gut unclassified Intestinimonas,gut unclassified Intestinimonas,Oral
40075,gut gut unclassified Lachnoclostridium,gut unclassified Lachnoclostridium,Oral
40097,gut gut unclassified Lachnospiraceae,gut unclassified Lachnospiraceae,Oral
40187,gut gut unclassified Lactobacillus,gut unclassified Lactobacillus,Oral
40211,gut gut unclassified Libanicoccus,gut unclassified Libanicoccus,Oral
40257,gut gut unclassified Marvinbryantia,gut unclassified Marvinbryantia,Oral
40276,gut gut unclassified Niameybacter,gut unclassified Niameybacter,Oral
40289,gut gut unclassified Olsenella,gut unclassified Olsenella,Oral
40374,gut gut unclassified Oscillibacter,gut unclassified Oscillibacter,Oral
40479,gut gut unclassified Parabacteroides,gut unclassified Parabacteroides,Oral
40499,gut gut unclassified Paraprevotella,gut unclassified Paraprevotella,Oral
40580,gut gut unclassified Porphyromonas,gut unclassified Porphyromonas,Oral
40602,gut gut unclassified Prevotella,gut unclassified Prevotella,Oral
40650,gut gut unclassified Prevotellaceae,gut unclassified Prevotellaceae,Oral
40719,gut gut unclassified Roseburia,gut unclassified Roseburia,Oral
40770,gut gut unclassified Ruminiclostridium,gut unclassified Ruminiclostridium,Oral
40788,gut gut unclassified Ruminococcaceae,gut unclassified Ruminococcaceae,Oral
40874,gut gut unclassified Ruminococcus,gut unclassified Ruminococcus,Oral
40898,gut gut unclassified Sutterella,gut unclassified Sutterella,Oral
40957,gut gut unclassified Verrucomicrobia,gut unclassified Verrucomicrobia,Oral
0,oral oral Abiotrophia defectiva,oral Abiotrophia defectiva,Gut
1,oral oral Actinomyces cardiffensis,oral Actinomyces cardiffensis,Gut
2,oral oral Actinomyces johnsonii,oral Actinomyces johnsonii,Gut
3,oral oral Actinomyces sp. Marseille-P3109,oral Actinomyces sp. Marseille-P3109,Gut
4,oral oral Actinomyces sp. oral taxon 897,oral Actinomyces sp. oral taxon 897,Gut
5,oral oral Bulleidia extructa,oral Bulleidia extructa,Gut
6,oral oral Campylobacter gracilis,oral Campylobacter gracilis,Gut
7,oral oral Candidatus Gracilibacteria bacterium GN02-873,oral Candidatus Gracilibacteria bacterium GN02-873,Gut
8,oral oral Capnocytophaga sp. oral taxon 332,oral Capnocytophaga sp. oral taxon 332,Gut
9,oral oral Capnocytophaga sputigena,oral Capnocytophaga sputigena,Gut
10,oral oral Dialister pneumosintes,oral Dialister pneumosintes,Gut
11,oral oral Kingella denitrificans,oral Kingella denitrificans,Gut
12,oral oral Lautropia mirabilis,oral Lautropia mirabilis,Gut
13,oral oral Neisseria cinerea,oral Neisseria cinerea,Gut
14,oral oral Neisseria flavescens,oral Neisseria flavescens,Gut
15,oral oral Neisseria meningitidis,oral Neisseria meningitidis,Gut
16,oral oral Neisseria mucosa 2,oral Neisseria mucosa 2,Gut
17,oral oral Neisseria sp. oral taxon 014,oral Neisseria sp. oral taxon 014,Gut
18,oral oral Porphyromonas sp. oral taxon 278,oral Porphyromonas sp. oral taxon 278,Gut
19,oral oral Prevotella shahii,oral Prevotella shahii,Gut
20,oral oral Rothia aeria,oral Rothia aeria,Gut
21,oral oral Selenomonas sputigena,oral Selenomonas sputigena,Gut
22,oral oral Streptococcus anginosus,oral Streptococcus anginosus,Gut
23,oral oral Streptococcus gordonii,oral Streptococcus gordonii,Gut
24,oral oral Streptococcus gordonii 2,oral Streptococcus gordonii 2,Gut
25,oral oral Streptococcus mitis,oral Streptococcus mitis,Gut
26,oral oral Streptococcus sanguinis,oral Streptococcus sanguinis,Gut
27,oral oral Streptococcus sp. F0442,oral Streptococcus sp. F0442,Gut
28,oral oral Streptococcus timonensis,oral Streptococcus timonensis,Gut
29,oral oral Veillonella infantium,oral Veillonella infantium,Gut
30,oral oral Veillonella tobetsuensis,oral Veillonella tobetsuensis,Gut
31,oral oral [Eubacterium] brachy,oral [Eubacterium] brachy,Gut
32,oral oral candidate division SR1 bacterium MGEHA,oral candidate division SR1 bacterium MGEHA,Gut
33,oral oral unclassified Bacteria,oral unclassified Bacteria,Gut
34,oral oral unclassified Capnocytophaga,oral unclassified Capnocytophaga,Gut
35,oral oral unclassified Chryseobacterium,oral unclassified Chryseobacterium,Gut
36,oral oral unclassified Parvimonas,oral unclassified Parvimonas,Gut
37,oral oral unclassified Peptoanaerobacter,oral unclassified Peptoanaerobacter,Gut
38,oral oral unclassified Solobacterium,oral unclassified Solobacterium,Gut
39,oral oral unclassified Streptococcus,oral unclassified Streptococcus,Gut
40,oral gut Alistipes onderdonkii,gut Alistipes onderdonkii,Gut
41,oral gut Alistipes senegalensis,gut Alistipes senegalensis,Gut
42,oral gut Alistipes sp. An31A,gut Alistipes sp. An31A,Gut
43,oral gut Alistipes sp. CAG:268,gut Alistipes sp. CAG:268,Gut
44,oral gut Anaeromassilibacillus sp. An250,gut Anaeromassilibacillus sp. An250,Gut
45,oral gut Bacteroides plebeius,gut Bacteroides plebeius,Gut
46,oral gut Bifidobacterium pseudocatenulatum,gut Bifidobacterium pseudocatenulatum,Gut
47,oral gut Clostridium leptum,gut Clostridium leptum,Gut
48,oral gut Clostridium sp. CAG:62,gut Clostridium sp. CAG:62,Gut
49,oral gut Desulfovibrio sp. 92-2,gut Desulfovibrio sp. 92-2,Gut
50,oral gut Dorea sp. CAG:317,gut Dorea sp. CAG:317,Gut
51,oral gut Eubacterium hallii,gut Eubacterium hallii,Gut
52,oral gut Eubacterium sp. 38_16 & CAG:146,gut Eubacterium sp. 38_16 & CAG:146,Gut
53,oral gut Firmicutes bacterium CAG:114,gut Firmicutes bacterium CAG:114,Gut
54,oral gut Firmicutes bacterium CAG:341,gut Firmicutes bacterium CAG:341,Gut
55,oral gut Holdemania massiliensis,gut Holdemania massiliensis,Gut
56,oral gut Megasphaera sp. ASD88 & An286,gut Megasphaera sp. ASD88 & An286,Gut
57,oral gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,Gut
58,oral gut Ruminococcus bicirculans,gut Ruminococcus bicirculans,Gut
59,oral gut Ruminococcus sp. A254.MGS-254 & CAG:254,gut Ruminococcus sp. A254.MGS-254 & CAG:254,Gut
60,oral gut Ruminococcus sp. CAG:330,gut Ruminococcus sp. CAG:330,Gut
61,oral gut unclassified Firmicutes,gut unclassified Firmicutes,Gut
62,oral gut unclassified Paraprevotella,gut unclassified Paraprevotella,Gut
63,oral oral Actinobaculum sp. oral taxon 183,oral Actinobaculum sp. oral taxon 183,Gut
64,oral oral Actinomyces bouchesdurhonensis,oral Actinomyces bouchesdurhonensis,Gut
65,oral oral Actinomyces marseillensis,oral Actinomyces marseillensis,Gut
66,oral oral Actinomyces naeslundii,oral Actinomyces naeslundii,Gut
67,oral oral Actinomyces oris 4,oral Actinomyces oris 4,Gut
68,oral oral Actinomyces sp. ICM47,oral Actinomyces sp. ICM47,Gut
69,oral oral Actinomyces sp. oral taxon 170,oral Actinomyces sp. oral taxon 170,Gut
70,oral oral Actinomyces sp. oral taxon 848 /  Actinomycetaceae bacterium BA112,oral Actinomyces sp. oral taxon 848 /  Actinomycetaceae bacterium BA112,Gut
71,oral oral Aggregatibacter sp. oral taxon 458,oral Aggregatibacter sp. oral taxon 458,Gut
73,oral oral Cardiobacterium hominis,oral Cardiobacterium hominis,Gut
74,oral oral Colibacter massiliensis,oral Colibacter massiliensis,Gut
75,oral oral Corynebacterium durum,oral Corynebacterium durum,Gut
76,oral oral Gemella morbillorum,oral Gemella morbillorum,Gut
77,oral oral Granulicatella adiacens,oral Granulicatella adiacens,Gut
80,oral oral Ottowia sp. Marseille-P4747 & sp. oral taxon 894,oral Ottowia sp. Marseille-P4747 & sp. oral taxon 894,Gut
82,oral oral Prevotella loescheii,oral Prevotella loescheii,Gut
83,oral oral Prevotella pallens,oral Prevotella pallens,Gut
85,oral oral Pseudopropionibacterium propionicum,oral Pseudopropionibacterium propionicum,Gut
87,oral oral Streptococcus cristatus,oral Streptococcus cristatus,Gut
88,oral oral Streptococcus intermedius,oral Streptococcus intermedius,Gut
89,oral oral Veillonella dispar,oral Veillonella dispar,Gut
91,oral oral unclassified Actinomyces,oral unclassified Actinomyces,Gut
93,oral oral unclassified Cardiobacterium,oral unclassified Cardiobacterium,Gut
94,oral oral unclassified Lautropia,oral unclassified Lautropia,Gut
95,oral oral unclassified Neisseria,oral unclassified Neisseria,Gut
97,oral oral unclassified Peptostreptococcus,oral unclassified Peptostreptococcus,Gut
98,oral oral unclassified Pseudopropionibacterium,oral unclassified Pseudopropionibacterium,Gut
99,oral gut Bacteroides stercoris,gut Bacteroides stercoris,Gut
100,oral gut Bifidobacterium bifidum,gut Bifidobacterium bifidum,Gut
101,oral gut Cloacibacillus porcorum,gut Cloacibacillus porcorum,Gut
102,oral gut Clostridium sp. CAG:245,gut Clostridium sp. CAG:245,Gut
103,oral gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,Gut
104,oral gut Desulfovibrio piger,gut Desulfovibrio piger,Gut
105,oral gut Escherichia coli,gut Escherichia coli,Gut
106,oral gut Eubacterium rectale,gut Eubacterium rectale,Gut
107,oral gut Eubacterium sp. CAG:192,gut Eubacterium sp. CAG:192,Gut
108,oral gut Methanobrevibacter smithii 2,gut Methanobrevibacter smithii 2,Gut
109,oral gut Parabacteroides goldsteinii,gut Parabacteroides goldsteinii,Gut
110,oral gut Prevotella copri 2,gut Prevotella copri 2,Gut
111,oral gut Prevotella sp. CAG:604,gut Prevotella sp. CAG:604,Gut
112,oral gut Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,gut Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,Gut
121,oral oral Capnocytophaga granulosa,oral Capnocytophaga granulosa,Gut
122,oral oral Capnocytophaga sp. oral taxon 863,oral Capnocytophaga sp. oral taxon 863,Gut
124,oral oral Desulfomicrobium orale,oral Desulfomicrobium orale,Gut
125,oral oral Filifactor alocis,oral Filifactor alocis,Gut
128,oral oral Granulicatella elegans,oral Granulicatella elegans,Gut
129,oral oral Haemophilus haemolyticus,oral Haemophilus haemolyticus,Gut
130,oral oral Lachnoanaerobaculum saburreum,oral Lachnoanaerobaculum saburreum,Gut
131,oral oral Lachnospiraceae bacterium oral taxon 096,oral Lachnospiraceae bacterium oral taxon 096,Gut
135,oral oral Oribacterium parvum,oral Oribacterium parvum,Gut
137,oral oral Prevotella baroniae,oral Prevotella baroniae,Gut
138,oral oral Prevotella jejuni,oral Prevotella jejuni,Gut
140,oral oral Prevotella sp. HJM029,oral Prevotella sp. HJM029,Gut
141,oral oral Prevotella veroralis,oral Prevotella veroralis,Gut
144,oral oral Streptococcus pneumoniae,oral Streptococcus pneumoniae,Gut
145,oral oral Tannerella sp. oral taxon BU063,oral Tannerella sp. oral taxon BU063,Gut
146,oral oral Veillonella sp. DNF00869 & oral taxon 780,oral Veillonella sp. DNF00869 & oral taxon 780,Gut
147,oral oral unclassified,oral unclassified,Gut
148,oral oral unclassified Bacteroidales,oral unclassified Bacteroidales,Gut
149,oral oral unclassified Candidatus Saccharibacteria,oral unclassified Candidatus Saccharibacteria,Gut
151,oral oral unclassified Gemella,oral unclassified Gemella,Gut
152,oral oral unclassified Granulicatella,oral unclassified Granulicatella,Gut
153,oral oral unclassified Oribacterium,oral unclassified Oribacterium,Gut
154,oral oral unclassified Prevotella,oral unclassified Prevotella,Gut
155,oral oral unclassified Prevotellaceae,oral unclassified Prevotellaceae,Gut
157,oral oral unclassified Sanguibacter,oral unclassified Sanguibacter,Gut
158,oral oral unclassified Veillonella,oral unclassified Veillonella,Gut
159,oral gut Alistipes inops == Tidjanibacter massiliensis,gut Alistipes inops == Tidjanibacter massiliensis,Gut
