	Healthy	Healthy	Healthy	Healthy	Healthy	Healthy	Healthy	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Coprobacter|s_Coprobacter_secundus_==_Gabonia_massiliensis	0.0	0.0	0.0	0.0	6.14596835232059e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27613750949301e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Butyricimonas|s_Butyricimonas_synergistica_2	0.0	0.0	5.91612127770277e-08	1.13169786680502e-07	9.6831945910115e-08	0.0	0.0	0.0	6.57993923069639e-08	6.84026151612878e-07	0.0	0.0	0.0	2.03194185373362e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12756813299092e-06	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Butyricimonas|s_Butyricimonas_virosa	1.07326985957973e-07	1.16934475976884e-07	0.0	0.0	0.0	7.69338405573714e-08	0.0	0.0	7.29309939767666e-08	0.0	3.92004026364985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6510673548491e-08	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Odoribacter|s_Odoribacter_laneus	0.0	0.0	0.0	0.0	0.0	3.19219411953855e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Odoribacter|s_Odoribacter_splanchnicus	3.42762549376703e-07	5.64626205846188e-07	8.59324325444615e-08	2.74221711738456e-07	1.16036049820529e-07	5.86300167588304e-07	7.95886247559302e-07	0.0	3.21286488467106e-07	0.0	1.997347074477e-07	0.0	0.0	4.17894445232031e-07	4.57687992883906e-07	0.0	0.0	0.0	4.41666425172118e-07	4.3090894572596e-08	0.0	0.0	3.15410747114337e-08	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Paraprevotella|s_Paraprevotella_clara	0.0	1.13834522445034e-06	0.0	0.0	0.0	5.72124166050188e-07	0.0	0.0	4.91814008269748e-07	0.0	0.0	0.0	0.0	9.92592744097836e-07	0.0	0.0	0.0	0.0	3.26657288686673e-06	1.26336454264934e-07	0.0	2.26641407188993e-07	0.0	3.32653129886111e-07
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellamassilia|s_Prevotellamassilia_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04458485712383e-05	1.16714024472215e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Bacteroidales_bacterium_H8_&_H9_&_Prevotella_sp._CAG:279	0.0	5.56726530363666e-06	0.0	0.0	0.0	7.59930064195618e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.66233511429615e-06	2.37962820641192e-08	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_copri_1	6.93579188926633e-08	1.96999960757587e-07	7.11656899404217e-08	3.84597523561536e-05	1.05248343631274e-05	8.74924271848426e-08	0.0	0.0	0.0	0.0	0.0	0.0	3.0544145108057e-05	4.9535760701432e-06	0.0	4.43077894712968e-08	0.0	0.0	0.0	2.57108895914469e-05	1.97845988879642e-07	0.0	0.0	1.54421122321306e-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_copri_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31554417217921e-05	2.28493448744651e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90908629983259e-06
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_denticola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18480316567775e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._CAG:1092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7993615873392e-06
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._CAG:1320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61698607194653e-06	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._CAG:386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91669074228652e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._CAG:604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03047979493552e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84275395204328e-06
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._CAG:732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45620559414476e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._CAG:924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._KHD1_&_AG:487_50_53_&_CAG:487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01508041915552e-07	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_sp._P4-51_&_PA-67_&_P5-64_&_P5-108_&_CAG:474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11793275680772e-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_finegoldii	1.42314294637867e-06	1.83724564806566e-07	4.10929638705251e-07	0.0	0.0	5.43618370419694e-07	0.0	0.0	3.00102253542133e-06	0.0	0.0	0.0	0.0	8.40883628125953e-07	0.0	0.0	0.0	0.0	0.0	5.4283752681973e-07	0.0	4.06431393244525e-06	5.34245663190066e-08	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_ihumii	1.91926642492586e-07	8.20731129758077e-08	3.86752920764855e-08	7.54001283178078e-07	2.33849452062402e-07	9.30958889732989e-08	0.0	0.0	6.97551318456909e-07	0.0	4.86022064386551e-08	0.0	1.05400336732475e-08	2.49515900154365e-07	0.0	0.0	0.0	0.0	0.0	4.07754898220243e-08	0.0	3.57317919421897e-07	3.86546226765583e-08	4.847908299937e-07
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_indistinctus	0.0	1.57395936206559e-07	0.0	0.0	0.0	1.37034372088208e-07	0.0	0.0	7.85476223847918e-08	0.0	0.0	0.0	0.0	3.71267395209941e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86166734437562e-06
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_inops_==_Tidjanibacter_massiliensis	0.0	4.35763324565526e-07	0.0	1.06494141552431e-06	7.11754444947001e-07	4.1347876377732e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85954692182822e-06	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_obesi	4.19106008873394e-07	5.79615043530409e-07	1.24456434508994e-06	3.65149898835403e-07	3.06787166662875e-07	8.63732440156242e-07	5.86918215129698e-06	0.0	1.01991308003798e-07	0.0	5.1454507299612e-08	0.0	1.38323620407391e-07	2.34295995754794e-07	0.0	0.0	0.0	0.0	0.0	1.80951878952619e-07	0.0	0.0	1.03811578371015e-07	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_onderdonkii	1.38451071130329e-05	2.29445106780285e-07	3.246389486934e-07	3.01423967223884e-08	6.85426016510415e-08	4.91286214018093e-07	0.0	0.0	1.03620621056524e-05	3.2558726811905e-05	8.28949803453615e-07	0.0	4.95771866506246e-07	1.07919310607546e-06	1.18242809391902e-05	0.0	0.0	0.0	4.55427969627782e-06	6.33359418804323e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_putredinis	7.38807852987346e-06	5.64064769437056e-06	3.93384835147808e-06	4.68848917699608e-06	4.47069512798407e-06	5.50878033223379e-06	0.0	0.0	4.56929909839069e-06	0.0	1.64278025433129e-07	0.0	1.55871065032814e-08	7.72715080439306e-08	0.0	0.0	0.0	0.0	0.0	1.75647306917174e-06	0.0	0.0	8.04700218795075e-07	1.03633117632356e-07
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_senegalensis	4.21610763154411e-07	1.81253354871541e-07	8.78294915949135e-07	3.94944580968525e-08	8.84774840526209e-08	2.88617771515315e-07	0.0	0.0	7.53214935162527e-08	0.0	1.20421887253593e-07	0.0	5.98266212395242e-08	1.62863596764257e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_shahii	3.13005208994327e-06	1.53792642934857e-06	3.37372542615652e-06	4.96164520454432e-07	1.02631769296547e-06	2.83850132098738e-06	0.0	0.0	4.28181333186228e-07	0.0	5.10205948827086e-08	0.0	2.20836916668411e-07	2.5999092802906e-07	4.87037505075288e-08	0.0	0.0	0.0	0.0	6.86287821231315e-07	0.0	1.30653274024803e-05	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_sp._An31A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69471347868835e-06	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_sp._CAG:268	0.0	1.47693502312646e-05	0.0	0.0	3.71263102969595e-08	2.52508073808593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.26816651657179e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31707185364324e-07	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_sp._CAG:435	0.0	0.0	0.0	5.63256597157227e-06	8.25105225568543e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_sp._CAG:514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03006270044515e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14352538006081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79375986861534e-08	6.53466136592128e-07
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides_distasonis	1.49052557779604e-07	4.11837980565638e-07	8.13285495804859e-07	6.26268413675124e-07	3.40887281541293e-07	3.19857195628691e-07	0.0	0.0	1.26645830372957e-07	5.63935079730825e-07	8.9988113275508e-07	0.0	0.0	9.81659443480606e-07	0.0	0.0	0.0	0.0	2.78445513845205e-06	1.56688708670601e-07	0.0	3.11605081666656e-06	1.77904604289188e-07	3.38400093242545e-06
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides_goldsteinii	1.74325426518398e-08	3.31330203005698e-08	0.0	0.0	9.41621429690964e-08	3.71454777059002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.32633315918515e-08	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides_johnsonii	0.0	0.0	0.0	0.0	5.36365840264638e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides_merdae	4.83206176834339e-07	0.0	4.35533351498761e-07	5.03996085115623e-07	2.02163839391302e-07	0.0	7.07963328729138e-07	0.0	1.6077089687202e-07	0.0	4.21945053190946e-07	0.0	1.19898023367106e-07	1.12508689226449e-06	1.75405820280998e-06	0.0	0.0	0.0	1.40137596213908e-06	4.30083755394059e-07	0.0	0.0	1.04854766447875e-07	2.09690917177112e-06
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Granulicatella|s_Granulicatella_adiacens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus_avium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08568293781231e-06	0.0	0.0	1.7776248699708e-07	0.0	0.0	0.0	0.0	0.0	0.0	6.88987570315992e-07	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus_faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08676797078104e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus_faecium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22988556840339e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31078620336294e-07	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus_gallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93398307299088e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39490777181206e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_acidophilus	0.0	2.77199494894874e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6636345729401e-08	0.0	0.0	0.0	4.62750812342633e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_casei_==_paracasei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15816260784391e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.46032270685931e-07	5.16612609118546e-08	0.0	0.0	0.0	3.36060121272027e-08	2.83443274459065e-08	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_crispatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48151484054139e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_delbrueckii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54110153832932e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_fermentum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64655317015288e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.54162275174877e-06	5.43840490600591e-06	0.0	0.0	0.0	9.36701542530194e-06	4.01207092220802e-07	5.80437998675001e-08	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_gasseri_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23512773735923e-07	0.0	0.0	0.0	1.57065856398358e-05	6.97136814244687e-06	0.0	3.36732191249845e-08	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_gasseri_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41341458409118e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19413615828893e-07	1.43829872914161e-06	0.0	0.0	0.0	0.0	0.0	4.6533313366072e-08
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.63722893400932e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_mucosae	0.0	0.0	0.0	0.0	0.0	3.49713101980431e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67896398540572e-07	0.0	0.0	0.0	0.0	1.60046767313911e-05	5.95871151276918e-08	1.42464370933799e-06	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6983424523972e-08	3.58255092181803e-08	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_reuteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35415058231876e-06	0.0	0.0	0.0	0.0	2.19918057814275e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_rogosae	0.0	1.03058883183222e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.8380302802423e-07	0.0	0.0	0.0	2.18393755293264e-06	0.0	0.0	0.0	0.0	0.0	6.17158968700436e-07	1.24873557624294e-06	0.0	0.0	4.43978315901896e-08	2.48940319327047e-06
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_ruminis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68179572857902e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59390301589535e-05	4.24753236015316e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.49531512501927e-07
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus_vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76332335681784e-07	0.0	6.91613391295715e-08	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Leuconostoc|s_Leuconostoc_mesenteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Weissella|s_Weissella_cibaria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus_lactis_subsp._cremoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus_lactis_subsp._lactis	0.0	1.42894027861969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_anginosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02308689822245e-07	0.0	0.0	0.0	0.0	1.5738682881164e-07	8.08132333772553e-08	1.00029620175747e-06	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_australis	0.0	0.0	0.0	0.0	0.0	0.0	7.92424976524214e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04185011976498e-08	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_gordonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58248092069233e-07	6.0805157690767e-08	0.0	2.28469452812657e-07	0.0	2.20653738458552e-07	3.32240783708652e-07	1.5964264830704e-07	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_infantarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70276587016529e-06	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_infantis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_lutetiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus_mitis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
