,,0
gut Coprococcus eutactus 1,gut Ruminococcus sp. CAG:330,0.6664504526177988
gut Coprococcus eutactus 2,gut Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885,0.7003860035217502
gut Coprococcus eutactus 2,gut Coprococcus eutactus 2,1.0
gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,gut Akkermansia sp. CAG:344,0.6827333740085418
gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,gut Clostridium sp. CAG:169,0.7140429870611406
gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,1.0
gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,gut Parabacteroides goldsteinii,0.7829164124466137
gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,gut Ruminococcus callidus,0.6809176109470841
gut Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,oral unclassified Lautropia,0.6846251512189243
gut Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,gut Clostridium saccharolyticum 2,0.6486170627191274
gut Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,gut Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,0.9999999999999999
gut Cryptobacterium sp. CAG:338,gut Bifidobacterium pseudocatenulatum,0.7069023354573025
gut Cryptobacterium sp. CAG:338,gut Cryptobacterium sp. CAG:338,1.0
gut Cryptobacterium sp. CAG:338,gut Prevotella sp. CAG:1092,0.6958687405891516
gut Cryptobacterium sp. CAG:338,gut Prevotella stercorea,0.6954550255234029
gut Cryptobacterium sp. CAG:338,gut unclassified Faecalitalea,0.6948344529247801
gut Dakarella massiliensis,gut Acidiphilium sp. CAG:727,0.7130740328122925
gut Dakarella massiliensis,gut Bacteroides sp. CAG:770,0.8094687018504291
gut Dakarella massiliensis,gut Dakarella massiliensis,1.0
gut Dakarella massiliensis,gut Desulfovibrio fairfieldensis,0.7130740328122925
gut Dakarella massiliensis,gut Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.8094687018504291
gut Dakarella massiliensis,gut Raoultella ornithinolytica,0.7130740328122925
gut Dakarella massiliensis,gut unclassified Butyricimonas,0.7130740328122925
gut Dakarella massiliensis,oral Bifidobacterium scardovii,1.0
gut Dakarella massiliensis,oral Lactobacillus crispatus,0.6939856016359512
gut Dakarella massiliensis,oral Lactobacillus plantarum,0.8229519619338523
gut Desulfovibrio fairfieldensis,gut Acidiphilium sp. CAG:727,0.9999999999999999
gut Desulfovibrio fairfieldensis,gut Bacteroides coprocola,0.7130740328122925
gut Desulfovibrio fairfieldensis,gut Barnesiella sp. An22,0.6889020317000114
gut Desulfovibrio fairfieldensis,gut Dakarella massiliensis,0.7130740328122925
gut Desulfovibrio fairfieldensis,gut Desulfovibrio fairfieldensis,0.9999999999999999
gut Desulfovibrio fairfieldensis,gut Oscillibacter sp. CAG:155,0.6889020317000114
gut Desulfovibrio fairfieldensis,gut Raoultella ornithinolytica,0.9999999999999999
gut Desulfovibrio fairfieldensis,gut unclassified Butyricimonas,0.9999999999999999
gut Desulfovibrio fairfieldensis,oral Bifidobacterium scardovii,0.7130740328122925
gut Desulfovibrio piger,gut Desulfovibrio piger,1.0
gut Desulfovibrio piger,gut Dorea sp. CAG:105,0.7363765464583675
gut Desulfovibrio piger,gut Eubacterium sp. CAG:115,0.6534853721002878
gut Desulfovibrio piger,oral unclassified Lautropia,0.7160109004106292
gut Desulfovibrio piger,oral unclassified Parvimonas,0.6552838115404322
gut Desulfovibrio sp. 92-2,gut Clostridium hylemonae,0.8229519619338523
gut Desulfovibrio sp. 92-2,gut Clostridium sp. 27_14,0.7950392480769409
gut Desulfovibrio sp. 92-2,gut Clostridium sp. CAG:568,0.9984417608102844
gut Desulfovibrio sp. 92-2,gut Coprococcus eutactus 1,0.6600522984872877
gut Desulfovibrio sp. 92-2,gut Desulfovibrio sp. 92-2,0.9999999999999999
gut Desulfovibrio sp. 92-2,gut Firmicutes bacterium CAG:341,0.9984417608102844
gut Desulfovibrio sp. 92-2,gut Megasphaera sp. ASD88 & An286,0.7082221302332871
gut Desulfovibrio sp. 92-2,gut Pseudoflavonifractor capillosus,0.8229519619338523
gut Desulfovibrio sp. 92-2,gut Roseburia sp. CAG:303,0.9984417608102844
gut Desulfovibrio sp. 92-2,gut Ruminococcus sp. CAG:330,0.7866796482135302
gut Desulfovibrio sp. 92-2,gut Streptococcus australis,0.6486170627191274
gut Desulfovibrio sp. 92-2,gut Subdoligranulum sp. CAG:314,0.6486170627191274
gut Desulfovibrio sp. 92-2,oral Neisseria cinerea,0.873074257782076
gut Desulfovibrio sp. 92-2,oral Neisseria meningitidis,0.6719906505648617
gut Desulfovibrio sp. 92-2,oral unclassified Sanguibacter,0.6719906505648617
gut Desulfovibrio sp. An276,gut Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,0.9999999999999999
gut Desulfovibrio sp. An276,gut Desulfovibrio sp. An276,0.9999999999999999
gut Desulfovibrio sp. An276,gut Firmicutes bacterium CAG:238,0.7130740328122925
gut Desulfovibrio sp. An276,gut Mediterranea massiliensis ,0.9999999999999999
gut Desulfovibrio sp. An276,gut Phascolarctobacterium sp. CAG:266,0.9999999999999999
gut Desulfovibrio sp. An276,gut Prevotella sp. CAG:1320,0.7130740328122925
gut Desulfovibrio sp. An276,gut unclassified Cloacibacillus,0.9999999999999999
gut Desulfovibrio sp. An276,gut unclassified Erysipelatoclostridium,0.6889020317000114
gut Desulfovibrio sp. An276,gut unclassified Sutterella,0.6889020317000114
gut Desulfovibrio sp. An276,oral Leptotrichia goodfellowii,0.9999999999999999
gut Desulfovibrio sp. An276,oral unclassified Chlamydia,0.6889020317000114
gut Dialister invisus,gut Dialister invisus,0.9999999999999998
gut Dialister sp. CAG:357,plasma Citrulline,0.7187781804380692
gut Dialister sp. CAG:357,gut Clostridium sp. CAG:451,0.6889020317000114
gut Dialister sp. CAG:357,gut Clostridium sp. CAG:524,0.6889020317000114
gut Dialister sp. CAG:357,gut Clostridium sp. CAG:914,0.6889020317000114
gut Dialister sp. CAG:357,gut Dialister sp. CAG:357,1.0
gut Dialister sp. CAG:357,gut Hungatella hathewayi 1,0.7130740328122925
gut Dialister sp. CAG:357,gut unclassified Clostridia,0.8094687018504291
gut Dialister sp. CAG:357,oral Peptoniphilus lacrimalis,0.8094687018504291
gut Dialister sp. CAG:357,oral Porphyromonas uenonis,0.8234250587788847
gut Dialister sp. CAG:486,gut Dialister sp. CAG:486,1.0
gut Dialister sp. CAG:486,gut Holdemanella biformis,0.6783796971907281
gut Dialister sp. CAG:486,gut Lactobacillus rogosae,0.6829563774813058
gut Dialister sp. CAG:486,gut Megamonas funiformis == rupellensis,0.7547905240139617
gut Dialister sp. CAG:486,gut Prevotella copri 2,0.7910727141828656
gut Dialister sp. CAG:486,gut Prevotella sp. CAG:1092,0.63929320534803
gut Dialister sp. CAG:486,gut Prevotella sp. CAG:604,0.7853131749460044
gut Dialister sp. CAG:486,gut unclassified Faecalitalea,0.6390863478151557
gut Dialister sp. CAG:486,gut unclassified Olsenella,0.7264268303239008
gut Dialister sp. CAG:486,oral unclassified Alloprevotella,0.7104391648668107
gut Dialister succinatiphilus,gut Anaerofilum sp. An201,0.6889020317000114
gut Dialister succinatiphilus,gut Christensenellaceae bacterium Phil1 & Clostridium sp. CAG:226,0.7070017055070632
gut Dialister succinatiphilus,gut Clostridiales bacterium 41_21_two_genomes,1.0
gut Dialister succinatiphilus,gut Clostridium sp. CAG:354_28_25,0.9994254524561909
gut Dialister succinatiphilus,gut Clostridium sp. CAG:411,0.7130740328122925
gut Dialister succinatiphilus,gut Clostridium sp. CAG:440,0.7130740328122925
gut Dialister succinatiphilus,gut Clostridium sp. CAG:575,0.7130740328122925
gut Dialister succinatiphilus,gut Dialister succinatiphilus,1.0
gut Dialister succinatiphilus,gut Firmicutes bacterium CAG:240,1.0
gut Dialister succinatiphilus,gut Odoribacter laneus,0.7130740328122925
gut Dialister succinatiphilus,gut Prevotella sp. CAG:386,1.0
gut Dialister succinatiphilus,gut Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,0.7130740328122925
gut Dialister succinatiphilus,gut unclassified Marvinbryantia,0.7130740328122925
gut Dialister succinatiphilus,oral Bifidobacterium breve,0.6484099376866619
gut Dialister succinatiphilus,oral Prevotella multisaccharivorax,1.0
gut Dielma fastidiosa,gut Dielma fastidiosa,0.9999999999999999
gut Dorea formicigenerans,gut Clostridium sp. CAG:7,0.6792505382656456
gut Dorea formicigenerans,gut Dorea formicigenerans,1.0
gut Dorea formicigenerans,gut Ruminococcus faecis,0.6990834789396936
gut Dorea longicatena 1,gut Coprococcus catus,0.6700721897016488
gut Dorea longicatena 1,gut Dorea longicatena 1,1.0
gut Dorea longicatena 1,gut Eubacterium ventriosum,0.6899170897368795
gut Dorea longicatena 2,gut Alistipes putredinis,0.7043989671157486
gut Dorea longicatena 2,gut Anaerostipes hadrus 2,0.6646826513596662
gut Dorea longicatena 2,gut Dorea longicatena 2,0.9999999999999998
gut Dorea sp. CAG:105,gut Barnesiella intestinihominis,0.6396106046414741
gut Dorea sp. CAG:105,gut Desulfovibrio piger,0.7363765464583675
gut Dorea sp. CAG:105,gut Dorea sp. CAG:105,1.0
gut Dorea sp. CAG:105,gut unclassified Gemmiger,0.6504703280936762
gut Dorea sp. CAG:317,gut Dorea sp. CAG:317,0.9999999999999998
gut Dorea sp. CAG:317,gut Phocea massiliensis,0.7090659062851721
gut Dorea sp. CAG:317,oral Neisseria cinerea,0.6987175246907202
gut Drancourtella sp. An12 & An57,gut Drancourtella sp. An12 & An57,0.9999999999999999
gut Drancourtella sp. An12 & An57,gut unclassified Intestinimonas,0.9999999999999999
gut Duodenibacillus massiliensis,gut Duodenibacillus massiliensis,1.0
gut Duodenibacillus massiliensis,oral Capnocytophaga sp. oral taxon 338,0.6487826941900747
gut Duodenibacillus massiliensis,oral unclassified Corynebacterium,0.6889020317000114
gut Eggerthella lenta,gut Eggerthella lenta,0.9999999999999998
gut Eggerthella sp. 51_9 & CAG:209,gut Eggerthella sp. 51_9 & CAG:209,0.9999999999999999
gut Eggerthella sp. CAG:298,gut Eggerthella sp. CAG:298,0.9999999999999998
gut Eggerthella sp. CAG:368,gut Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,0.6544811317399778
gut Eggerthella sp. CAG:368,gut Clostridium sp. CAG:269,0.6552471399531793
gut Eggerthella sp. CAG:368,gut Eggerthella sp. CAG:368,1.0
gut Eggerthella sp. CAG:368,gut Firmicutes bacterium CAG:110,0.740914727939318
gut Eggerthella sp. CAG:368,gut Ruminococcus lactaris,0.7314074974773748
gut Eggerthella sp. CAG:368,oral Lactobacillus gasseri 1,0.6495065345728465
gut Eisenbergiella tayi,gut Eisenbergiella tayi,1.0
gut Enterobacter cloacae complex 'Hoffmann cluster IV',gut Clostridium hylemonae,0.6889020317000114
gut Enterobacter cloacae complex 'Hoffmann cluster IV',gut Clostridium sp. CAG:465,0.9999999999999999
gut Enterobacter cloacae complex 'Hoffmann cluster IV',gut Enterobacter cloacae complex 'Hoffmann cluster IV',0.9999999999999999
gut Enterobacter cloacae complex 'Hoffmann cluster IV',gut Pseudoflavonifractor capillosus,0.6889020317000114
gut Enterobacter cloacae complex 'Hoffmann cluster IV',oral Veillonella denticariosi,0.9999999999999999
gut Enterobacter kobei,gut Clostridium clostridioforme 2,0.9999999999999999
gut Enterobacter kobei,gut Enterobacter kobei,0.9999999999999999
gut Enterobacter kobei,gut Enterobacter ludwigii,0.9999999999999999
gut Enterobacter kobei,gut Klebsiella quasipneumoniae,0.7130740328122925
gut Enterobacter kobei,oral Veillonella sp. DNF00869 & oral taxon 780,0.6889020317000114
gut Enterobacter kobei,oral unclassified Staphylococcus,0.7130740328122925
gut Enterobacter ludwigii,gut Clostridium clostridioforme 2,0.9999999999999999
gut Enterobacter ludwigii,gut Enterobacter kobei,0.9999999999999999
gut Enterobacter ludwigii,gut Enterobacter ludwigii,0.9999999999999999
gut Enterobacter ludwigii,gut Klebsiella quasipneumoniae,0.7130740328122925
gut Enterobacter ludwigii,oral Veillonella sp. DNF00869 & oral taxon 780,0.6889020317000114
gut Enterobacter ludwigii,oral unclassified Staphylococcus,0.7130740328122925
gut Enterobacter xiangfangensis,gut Enterobacter xiangfangensis,1.0
gut Enterococcus avium,gut Enterococcus avium,0.9999999999999998
gut Enterococcus faecalis,gut Enterococcus faecalis,0.9999999999999998
gut Enterococcus faecium,gut Enterococcus faecium,1.0
gut Enterococcus gallinarum,gut Anaerococcus obesiensis == vaginalis,0.7130740328122925
gut Enterococcus gallinarum,gut Blautia hansenii,0.7130740328122925
gut Enterococcus gallinarum,gut Clostridium neonatale,0.7130740328122925
gut Enterococcus gallinarum,gut Enterococcus gallinarum,1.0
gut Enterococcus gallinarum,gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,0.7130740328122925
gut Enterococcus gallinarum,gut Firmicutes bacterium CAG:345,0.7130740328122925
gut Enterococcus gallinarum,oral unclassified Corynebacterium,0.6889020317000114
gut Erysipelatoclostridium ramosum,gut Clostridium innocuum,0.6997933746584016
gut Erysipelatoclostridium ramosum,gut Erysipelatoclostridium ramosum,1.0
gut Erysipelatoclostridium ramosum,gut Ruminococcus gnavus,0.6553554911118231
gut Erysipelotrichaceae bacterium 3_1_53,gut Erysipelotrichaceae bacterium 3_1_53,0.9999999999999998
gut Erysipelotrichaceae bacterium 5_2_54FAA / Eubacterium sp. 3_1_31,gut Erysipelotrichaceae bacterium 5_2_54FAA / Eubacterium sp. 3_1_31,0.9999999999999998
gut Escherichia coli,gut Escherichia coli,1.0
gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut Anaerococcus obesiensis == vaginalis,0.9999999999999999
gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut Blautia hansenii,0.9999999999999999
gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut Clostridium neonatale,0.9999999999999999
gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut Enterococcus gallinarum,0.7130740328122925
gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,0.9999999999999999
gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut Firmicutes bacterium CAG:345,0.9999999999999999
gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut unclassified Niameybacter,0.7130740328122925
gut Eubacterium dolichum,gut Eubacterium dolichum,0.9999999999999999
gut Eubacterium dolichum,gut Eubacterium sp. CAG:274,0.9999999999999999
gut Eubacterium dolichum,oral Gardnerella vaginalis,0.9999999999999999
gut Eubacterium dolichum,oral Peptoanaerobacter stomatis,0.6889020317000114
gut Eubacterium eligens,gut Eubacterium eligens,0.9999999999999998
gut Eubacterium hallii,gut Eubacterium hallii,1.0
gut Eubacterium ramulus,gut Eubacterium ramulus,1.0
gut Eubacterium rectale,gut Eubacterium rectale,0.9999999999999998
gut Eubacterium siraeum,gut Eubacterium siraeum,1.0
gut Eubacterium sp. 36_13 & CAG:86,gut Clostridiales bacterium UBA643,0.7225382551855115
gut Eubacterium sp. 36_13 & CAG:86,gut Eubacterium sp. 36_13 & CAG:86,1.0
gut Eubacterium sp. 36_13 & CAG:86,oral Aggregatibacter aphrophilus,0.7013427903922225
gut Eubacterium sp. 38_16 & CAG:146,gut Eubacterium sp. 38_16 & CAG:146,0.9999999999999998
gut Eubacterium sp. CAG:115,gut Clostridium sp. CAG:253,0.638991015272874
gut Eubacterium sp. CAG:115,gut Desulfovibrio piger,0.6534853721002877
gut Eubacterium sp. CAG:115,gut Eubacterium sp. CAG:115,0.9999999999999998
gut Eubacterium sp. CAG:115,gut Eubacterium sp. CAG:156,0.6534853721002877
gut Eubacterium sp. CAG:115,gut Roseburia sp. CAG:380,0.638991015272874
gut Eubacterium sp. CAG:115,gut Ruminococcus lactaris,0.6833962558623018
gut Eubacterium sp. CAG:156,gut Eubacterium sp. CAG:115,0.6534853721002878
gut Eubacterium sp. CAG:156,gut Eubacterium sp. CAG:156,1.0
gut Eubacterium sp. CAG:156,gut Firmicutes bacterium CAG:102,0.6476827516331424
gut Eubacterium sp. CAG:161,gut Eubacterium sp. CAG:161,0.9999999999999998
gut Eubacterium sp. CAG:180,gut Eubacterium sp. CAG:180,0.9999999999999999
gut Eubacterium sp. CAG:192,urine D-Mannose,0.657465132104225
gut Eubacterium sp. CAG:192,gut Alistipes sp. An31A,0.6797251256403437
gut Eubacterium sp. CAG:192,gut Bacteroides plebeius,0.6802612921760489
gut Eubacterium sp. CAG:192,gut Eubacterium sp. CAG:192,0.9999999999999998
gut Eubacterium sp. CAG:192,gut Firmicutes bacterium CAG:238,0.6487826941900747
gut Eubacterium sp. CAG:192,gut Prevotella sp. CAG:1320,0.6487826941900747
gut Eubacterium sp. CAG:192,gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,0.6797251256403437
gut Eubacterium sp. CAG:192,gut unclassified Paraprevotella,0.6711464610690596
gut Eubacterium sp. CAG:192,gut unclassified Sutterella,0.6484099376866619
gut Eubacterium sp. CAG:192,oral Streptococcus timonensis,0.6625677964977754
gut Eubacterium sp. CAG:192,oral Veillonella tobetsuensis,0.655597631533607
gut Eubacterium sp. CAG:192,oral unclassified Bacteria,0.6547933817300492
gut Eubacterium sp. CAG:192,oral unclassified Lautropia,0.8261490322154492
gut Eubacterium sp. CAG:192,oral unclassified Parvimonas,0.7085390314697702
gut Eubacterium sp. CAG:192,oral unclassified Peptoanaerobacter,0.6545252984621964
gut Eubacterium sp. CAG:248,gut Eubacterium sp. CAG:248,1.0
gut Eubacterium sp. CAG:248,gut Firmicutes bacterium CAG:194,0.6905179637299357
gut Eubacterium sp. CAG:248,gut Firmicutes bacterium CAG:95,0.6534197264218864
gut Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,gut Clostridium sp. CAG:127,0.6640599406972361
gut Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,gut Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,0.9999999999999999
gut Eubacterium sp. CAG:252,gut Eubacterium sp. CAG:252,1.0
gut Eubacterium sp. CAG:274,gut Eubacterium dolichum,0.9999999999999999
gut Eubacterium sp. CAG:274,gut Eubacterium sp. CAG:274,0.9999999999999999
gut Eubacterium sp. CAG:274,oral Gardnerella vaginalis,0.9999999999999999
gut Eubacterium sp. CAG:274,oral Peptoanaerobacter stomatis,0.6889020317000114
gut Eubacterium sp. CAG:38,gut Eubacterium sp. CAG:38,1.0
gut Eubacterium ventriosum,gut Dorea longicatena 1,0.6899170897368795
gut Eubacterium ventriosum,gut Eubacterium ventriosum,1.0
gut Eubacterium ventriosum,gut Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,0.7264639875785797
gut Eubacterium ventriosum,gut unclassified Gemmiger,0.6661363119091266
gut Faecalibacterium prausnitzii 1 (A2-165),gut Faecalibacterium prausnitzii 1 (A2-165),1.0
gut Faecalibacterium prausnitzii 1 (A2-165),gut Faecalibacterium prausnitzii 2,0.6389163846542637
gut Faecalibacterium prausnitzii 1 (A2-165),gut unclassified Faecalibacterium,0.6735863996726789
gut Faecalibacterium prausnitzii 2,gut Faecalibacterium prausnitzii 1 (A2-165),0.6389163846542638
gut Faecalibacterium prausnitzii 2,gut Faecalibacterium prausnitzii 2,1.0
gut Faecalibacterium prausnitzii 3 ( L2-6),gut Faecalibacterium prausnitzii 3 ( L2-6),0.9999999999999998
gut Faecalibacterium prausnitzii 4 (cf. KLE1255),gut Faecalibacterium prausnitzii 4 (cf. KLE1255),1.0
gut Faecalibacterium prausnitzii 4 (cf. KLE1255),gut Roseburia inulinivorans,0.6622214757882582
gut Faecalibacterium prausnitzii 5,gut Faecalibacterium prausnitzii 5,1.0
gut Faecalibacterium prausnitzii 6,gut Faecalibacterium prausnitzii 6,1.0
gut Faecalibacterium prausnitzii 6,gut Firmicutes bacterium CAG:102,0.6875149972437731
gut Faecalibacterium prausnitzii 6,gut Roseburia sp. CAG:45 & sp. 2789STDY5608886,0.6585642969177813
gut Faecalibacterium prausnitzii 7,gut Alistipes sp. CAG:435,0.8232477422260942
gut Faecalibacterium prausnitzii 7,gut Cloacibacillus porcorum,0.6574250170834667
gut Faecalibacterium prausnitzii 7,gut Faecalibacterium prausnitzii 7,1.0
gut Faecalibacterium prausnitzii 7,gut Faecalitalea cylindroides,0.6483221476510066
gut Faecalibacterium prausnitzii 7,gut unclassified Eggerthella,0.7016003002716488
gut Faecalibacterium sp. CAG:74,gut Alistipes putredinis,0.6494832489758633
gut Faecalibacterium sp. CAG:74,gut Blautia obeum,0.6930659942893154
gut Faecalibacterium sp. CAG:74,gut Clostridium leptum,0.71675646184185
gut Faecalibacterium sp. CAG:74,gut Faecalibacterium sp. CAG:74,1.0
gut Faecalibacterium sp. CAG:74,gut Firmicutes bacterium CAG:176,0.7828135008347605
gut Faecalibacterium sp. CAG:74,gut Parabacteroides goldsteinii,0.6774723428771465
gut Faecalibacterium sp. CAG:74,gut unclassified Bacteroidales,0.6675363154731763
gut Faecalibacterium sp. CAG:74,gut unclassified Oscillibacter,0.7653390527070855
gut Faecalibacterium sp. CAG:82,gut Adlercreutzia equolifaciens,0.6529892101229033
gut Faecalibacterium sp. CAG:82,gut Faecalibacterium sp. CAG:82,1.0
gut Faecalicatena contorta,gut Faecalicatena contorta,1.0
gut Faecalicatena fissicatena,gut Catabacter hongkongensis,0.6889020317000114
gut Faecalicatena fissicatena,gut Clostridia bacterium UC5.1-1D10 / Clostridium sp. CAG:505 / Firmicutes bacterium CAG:466,0.6889020317000114
gut Faecalicatena fissicatena,gut Faecalicatena fissicatena,0.9999999999999999
gut Faecalicatena fissicatena,gut Megasphaera elsdenii,0.7130740328122925
gut Faecalicoccus pleomorphus,gut Faecalicoccus pleomorphus,1.0
gut Faecalicoccus pleomorphus,gut Faecalitalea cylindroides,0.7290101753483204
gut Faecalitalea cylindroides,gut Alistipes sp. CAG:435,0.7031762439570445
gut Faecalitalea cylindroides,gut Cloacibacillus porcorum,0.6656707450218013
gut Faecalitalea cylindroides,gut Faecalibacterium prausnitzii 7,0.6483221476510066
gut Faecalitalea cylindroides,gut Faecalicoccus pleomorphus,0.7290101753483205
gut Faecalitalea cylindroides,gut Faecalitalea cylindroides,1.0
gut Faecalitalea cylindroides,gut unclassified Bacteroidales,0.6993808419486017
gut Faecalitalea cylindroides,gut unclassified Collinsella,0.8280160831043311
gut Faecalitalea cylindroides,oral Actinomyces oris 4,0.6883464968522214
gut Faecalitalea sp. UBA637,gut Faecalitalea sp. UBA637,1.0
gut Firmicutes bacterium CAG:102,gut Eubacterium sp. CAG:156,0.6476827516331423
gut Firmicutes bacterium CAG:102,gut Faecalibacterium prausnitzii 6,0.6875149972437732
gut Firmicutes bacterium CAG:102,gut Firmicutes bacterium CAG:102,1.0
gut Firmicutes bacterium CAG:103,gut Firmicutes bacterium CAG:103,1.0
gut Firmicutes bacterium CAG:103,gut unclassified,0.668710205334122
gut Firmicutes bacterium CAG:103,gut unclassified Oscillibacter,0.6658828959619827
gut Firmicutes bacterium CAG:110,gut Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,0.7729418484228971
gut Firmicutes bacterium CAG:110,gut Christensenellaceae bacterium Phil1 & Clostridium sp. CAG:226,0.6542936720148992
gut Firmicutes bacterium CAG:110,gut Clostridium sp. CAG:138,0.67566765578635
gut Firmicutes bacterium CAG:110,gut Clostridium sp. CAG:269,0.7752816139065919
gut Firmicutes bacterium CAG:110,gut Eggerthella sp. CAG:368,0.7409147279393181
gut Firmicutes bacterium CAG:110,gut Firmicutes bacterium CAG:110,0.9999999999999999
gut Firmicutes bacterium CAG:110,gut Methanosphaera stadtmanae,0.6918559017294305
gut Firmicutes bacterium CAG:110,gut unclassified Prevotellaceae,0.6745327157542743
gut Firmicutes bacterium CAG:114,gut Firmicutes bacterium CAG:114,0.9999999999999999
gut Firmicutes bacterium CAG:114,gut unclassified Clostridiales,0.704324807935119
gut Firmicutes bacterium CAG:124,stool Isolithocholic Acid,0.6455161133982359
gut Firmicutes bacterium CAG:124,stool Isoallolithocholic Acid,0.6596168108164728
gut Firmicutes bacterium CAG:124,stool Chenodeoxycholic Acid,-0.6806788166170296
gut Firmicutes bacterium CAG:124,stool Cholic acid|Ursocholic acid,-0.675877790481016
gut Firmicutes bacterium CAG:124,stool Allolithocholic Acid,0.6562475206888346
gut Firmicutes bacterium CAG:124,gut Alistipes shahii,0.677921994563564
gut Firmicutes bacterium CAG:124,gut Clostridium sp. CAG:169,0.6564762843716275
gut Firmicutes bacterium CAG:124,gut Firmicutes bacterium CAG:124,1.0
gut Firmicutes bacterium CAG:124,gut Firmicutes bacterium CAG:176,0.6768266159617804
gut Firmicutes bacterium CAG:124,gut Roseburia hominis,0.6546033557056914
gut Firmicutes bacterium CAG:124,gut unclassified,0.6570732689177419
gut Firmicutes bacterium CAG:124,gut unclassified Firmicutes,0.6568910199274419
gut Firmicutes bacterium CAG:124,gut unclassified Oscillibacter,0.7531445664426377
gut Firmicutes bacterium CAG:129,gut Firmicutes bacterium CAG:129,0.9999999999999999
gut Firmicutes bacterium CAG:129,gut Firmicutes bacterium CAG:176_63_11,0.7524675133224761
gut Firmicutes bacterium CAG:129,gut Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,0.6961831526885705
gut Firmicutes bacterium CAG:129,gut Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,0.6888734588735551
gut Firmicutes bacterium CAG:145,gut Alistipes inops == Tidjanibacter massiliensis,0.6391954498868564
gut Firmicutes bacterium CAG:145,gut Firmicutes bacterium CAG:145,0.9999999999999999
gut Firmicutes bacterium CAG:170,gut Clostridium disporicum,0.7311292719167904
gut Firmicutes bacterium CAG:170,gut Firmicutes bacterium CAG:170,1.0
gut Firmicutes bacterium CAG:170,gut Mitsuokella jalaludinii,0.7314264487369986
gut Firmicutes bacterium CAG:170,gut Prevotella sp. 885,0.8414312702630842
gut Firmicutes bacterium CAG:170,gut Prevotella sp. CAG:732,0.6545252984621965
gut Firmicutes bacterium CAG:170,gut Prevotellamassilia timonensis,0.6545252984621965
gut Firmicutes bacterium CAG:170,gut Roseburia sp. CAG:471,0.7311292719167904
gut Firmicutes bacterium CAG:170,gut Succinatimonas sp. CAG:777,0.8417715174407076
gut Firmicutes bacterium CAG:170,gut unclassified Libanicoccus,0.8427922589735783
gut Firmicutes bacterium CAG:170,oral Sanguibacter keddieii,0.8417715174407076
gut Firmicutes bacterium CAG:170,oral unclassified Actinomycetaceae,0.7346273948934889
gut Firmicutes bacterium CAG:176,stool Lithocholic Acid,0.6457333195843337
gut Firmicutes bacterium CAG:176,gut Alistipes putredinis,0.7074836564815777
gut Firmicutes bacterium CAG:176,gut Clostridium sp. CAG:169,0.6664505119299055
gut Firmicutes bacterium CAG:176,gut Faecalibacterium sp. CAG:74,0.7828135008347605
gut Firmicutes bacterium CAG:176,gut Firmicutes bacterium CAG:124,0.6768266159617804
gut Firmicutes bacterium CAG:176,gut Firmicutes bacterium CAG:176,1.0
gut Firmicutes bacterium CAG:176,gut Parabacteroides goldsteinii,0.7307560940361424
gut Firmicutes bacterium CAG:176,gut unclassified,0.6497516104026589
gut Firmicutes bacterium CAG:176,gut unclassified Oscillibacter,0.700402275512549
